"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_second","html-keyboard-response","135","1967855","0.0-42.0-6.0","2609.6000000089407","Confidence judgment (second response)","","","-1","-1","","","","right","86.5","50","86.5","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","136","1967857","0.0-43.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","4","4","267","300","33","left","65.5","false","2832.1000000089407","2","yes","right","right","86.5","true","true","2609.6000000089407","","","","","","",""
"","fixation","html-keyboard-response","137","1969307","0.0-44.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","138","1969817","0.0-44.0-1.0","null","[Dot display: left=264, right=300, diff=36]","null","","-1","-1","264","300","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","139","1972150","0.0-44.0-2.0","2331.300000011921","Confidence judgement (first response)","","","-1","-1","","","","right","78.75","50","78.75","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","140","1973139","0.0-44.0-4.0-0.0","989","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","141","1973948","0.0-44.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","142","1975661","0.0-44.0-6.0","1712.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","93","50","93","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","143","1975663","0.0-45.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","5","5","264","300","36","right","78.75","true","2331.300000011921","2","yes","right","right","93","true","true","1712.0999999940395","","","","","","",""
"","fixation","html-keyboard-response","144","1977157","0.0-46.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","145","1977664","0.0-46.0-1.0","null","[Dot display: left=264, right=300, diff=36]","null","","-1","-1","264","300","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","146","1979918","0.0-46.0-2.0","2252.0999999940395","Confidence judgement (first response)","","","-1","-1","","","","right","83.5","50","83.5","true","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","147","1982223","0.0-46.0-5.0-0.0","2304","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","148","1983024","0.0-46.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","149","1986156","0.0-46.0-6.0","3129.7999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","83.5","50","83.5","true","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","150","1986159","0.0-47.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","6","6","264","300","36","right","83.5","true","2252.0999999940395","3","yes","right","right","83.5","true","true","3129.7999999970198","","","","","","",""
"","fixation","html-keyboard-response","151","1987614","0.0-48.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","152","1988125","0.0-48.0-1.0","null","[Dot display: left=265, right=300, diff=35]","null","","-1","-1","265","300","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","153","1990099","0.0-48.0-2.0","1971.8999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","84.25","84.25","50","false","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","154","1991477","0.0-48.0-3.0-0.0","1376","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","155","1992292","0.0-48.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","156","1995120","0.0-48.0-6.0","2826.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","90","50","90","true","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","157","1995122","0.0-49.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","7","7","265","300","35","left","84.25","false","1971.8999999910593","1","yes","right","right","90","true","true","2826.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","158","1996358","0.0-50.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","159","1996863","0.0-50.0-1.0","null","[Dot display: left=262, right=300, diff=38]","null","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","160","1998831","0.0-50.0-2.0","1965.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","82","82","50","false","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","161","2000188","0.0-50.0-5.0-0.0","1356","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","162","2000992","0.0-50.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","163","2002544","0.0-50.0-6.0","1550.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","82","82","50","false","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","164","2002546","0.0-51.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","8","8","262","300","38","left","82","false","1965.7000000029802","3","yes","right","left","82","true","false","1550.2000000029802","","","","","","",""
"","fixation","html-keyboard-response","165","2003905","0.0-52.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","166","2004412","0.0-52.0-1.0","null","[Dot display: left=300, right=260, diff=40]","null","","-1","-1","300","260","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","167","2006302","0.0-52.0-2.0","1889","Confidence judgement (first response)","","","-1","-1","","","","right","80.75","50","80.75","false","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","168","2007369","0.0-52.0-3.0-0.0","1066","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","169","2008172","0.0-52.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","170","2009729","0.0-52.0-6.0","1555.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","83.75","83.75","50","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","171","2009731","0.0-53.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","9","9","300","260","40","right","80.75","false","1889","1","yes","left","left","83.75","true","true","1555.5999999940395","","","","","","",""
"","fixation","html-keyboard-response","172","2011232","0.0-54.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","173","2011748","0.0-54.0-1.0","null","[Dot display: left=257, right=300, diff=43]","null","","-1","-1","257","300","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
