"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_first","html-keyboard-response","1366","1739889","0.0-416.0-2.0","1119","Confidence judgement (first response)","","","-1","-1","","","","left","86","86","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1367","1740607","0.0-416.0-5.0-0.0","716","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1368","1741410","0.0-416.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1369","1743960","0.0-416.0-6.0","2538","Confidence judgment (second response)","","","-1","-1","","","","left","86","86","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1370","1743964","0.0-417.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","11","176","300","250","50","left","86","true","1119","3","yes","right","left","86","false","true","2538","","","","","","","",""
"","fixation","html-keyboard-response","1371","1745330","0.0-418.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1372","1745848","0.0-418.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1373","1747444","0.0-418.0-2.0","1589","Confidence judgement (first response)","","","-1","-1","","","","left","84.25","84.25","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1374","1750342","0.0-418.0-4.0-0.0","2894","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1375","1751147","0.0-418.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1376","1752209","0.0-418.0-6.0","1055","Confidence judgment (second response)","","","-1","-1","","","","left","84.25","84.25","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1377","1752213","0.0-419.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","12","177","300","250","50","left","84.25","true","1589","2","yes","left","left","84.25","true","true","1055","","","","","","","",""
"","fixation","html-keyboard-response","1378","1753691","0.0-420.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1379","1754208","0.0-420.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1380","1755527","0.0-420.0-2.0","1313","Confidence judgement (first response)","","","-1","-1","","","","right","99.75","50","99.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1381","1756028","0.0-420.0-5.0-0.0","499","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1382","1756831","0.0-420.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1383","1757709","0.0-420.0-6.0","871","Confidence judgment (second response)","","","-1","-1","","","","right","99.75","50","99.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1384","1757713","0.0-421.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","13","178","250","300","50","right","99.75","true","1313","3","yes","left","right","99.75","false","true","871","","","","","","","",""
"","fixation","html-keyboard-response","1385","1759197","0.0-422.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1386","1759714","0.0-422.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1387","1760928","0.0-422.0-2.0","1208.0000000002328","Confidence judgement (first response)","","","-1","-1","","","","left","84","84","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1388","1761475","0.0-422.0-4.0-0.0","545","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1389","1762280","0.0-422.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1390","1762913","0.0-422.0-6.0","628","Confidence judgment (second response)","","","-1","-1","","","","left","84","84","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1391","1762917","0.0-423.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","14","179","300","251","49","left","84","true","1208.0000000002328","2","yes","left","left","84","true","true","628","","","","","","","",""
"","block_message","html-button-response","1392","1775356","0.0-424.0","12434","block message","0","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","1393","1776725","0.0-425.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1394","1777244","0.0-425.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1395","1778474","0.0-425.0-2.0","1224","Confidence judgement (first response)","","","-1","-1","","","","left","88","88","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1396","1778988","0.0-425.0-5.0-0.0","511","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1397","1779790","0.0-425.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1398","1780491","0.0-425.0-6.0","695","Confidence judgment (second response)","","","-1","-1","","","","left","88","88","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1399","1780494","0.0-426.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","12","0","180","300","251","49","left","88","true","1224","3","yes","left","left","88","true","true","695","","","","","","","",""
"","fixation","html-keyboard-response","1400","1781809","0.0-427.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1401","1782324","0.0-427.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1402","1783359","0.0-427.0-2.0","1028","Confidence judgement (first response)","","","-1","-1","","","","right","99","50","99","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1403","1783939","0.0-427.0-3.0-0.0","577","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1404","1784744","0.0-427.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","1405","1785178","0.0-427.0-6.0","427","Confidence judgment (second response)","","","-1","-1","","","","right","99","50","99","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1406","1785182","0.0-428.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","12","1","181","251","300","49","right","99","true","1028","1","yes","right","right","99","true","true","427","","","","","","","",""
